P0039,Turbo/Super Charger Bypass Valve Control Circuit Range/Performance
P0040,Oxygen Sensor Signals Swapped Bank 1 Sensor 1 / Bank 2 Sensor 1
P0041,Oxygen Sensor Signals Swapped Bank 1 Sensor 2 / Bank 2 Sensor 2
P0042,HO2S Heater Control Circuit (Bank 1, Sensor 3)
P0043,HO2S Heater Control Circuit Low (Bank 1, Sensor 3)
P0044,HO2S Heater Control Circuit High (Bank 1, Sensor 3)
P0046,Turbocharger/Supercharger Boost Control 'A' Circuit Range/Performance
P0047,Turbocharger/Supercharger Boost Control 'A' Circuit Low
P0048,Turbocharger/Supercharger Boost Control 'A' Circuit High
P0049,Turbo/Super Charger Turbine Overspeed
P0050,Heated Oxygen Sensor (HO2S) Heater Circuit Bank 2 Sensor 1
P0051,Heated Oxygen Sensor (HO2S) Heater Circuit Low Voltage Bank 2 Sensor 1
P051B,Crankcase Pressure Sensor Circuit Range/Performance
P0052,Heated Oxygen Sensor (HO2S) Heater Circuit High Voltage Bank 2 Sensor 1
P0053,HO2S Heater Resistance Bank 1 Sensor 1 (PCM)
P0054,HO2S Heater Resistance Bank 1 Sensor 2 (PCM)
P0055,HO2S Heater Resistance Bank 1 Sensor 3 (PCM)
P0056,Heated Oxygen Sensor (HO2S) Heater Circuit Bank 2 Sensor 2
P0057,Heated Oxygen Sensor (HO2S) Heater Circuit Low Voltage Bank 2 Sensor 2
P0058,Heated Oxygen Sensor (HO2S) Heater Circuit High Voltage Bank 2 Sensor 2
P0059,HO2S Heater Resistance (Bank 2, Sensor 1)
P0060,HO2S Heater Resistance (Bank 2, Sensor 2)
P0061,HO2S Heater Resistance (Bank 2, Sensor 3)
P0062,HO2S Heater Control Circuit (Bank 2, Sensor 3)
P0063,HO2S Heater Control Circuit Low (Bank 2, Sensor 3)
P0064,HO2S Heater Control Circuit High (Bank 2, Sensor 3)
P0065,Air Assisted Injector Control Range/Performance
P0066,Air Assisted Injector Control Circuit or Circuit Low
P0067,Air Assisted Injector Control Circuit or Circuit High
P0068,MAP / MAF - Throttle Position Correlation
P0069,MAP - Barometric Pressure Correlation
P0070,Ambient Air Temperature Sensor Circuit
P0071,Ambient Air Temperature Sensor Range/Performance
P0072,Ambient Air Temperature Sensor Circuit Low Input
P0073,Ambient Air Temperature Sensor Circuit High Input
P0074,Ambient Air Temperature Sensor Circuit Intermittent/Erratic
P0075,Intake Valve Control Circuit (Bank 2)
P0076,Intake Valve Control Circuit Low (Bank 2)
P0077,Intake Valve Control Circuit High (Bank 2)
P0078,Exhaust Valve Control Circuit (Bank 2)
P0079,Exhaust Valve Control Circuit Low (Bank 2)
P0080,Exhaust Valve Control Circuit High (Bank 2)
P0081,Intake Valve Control Circuit (Bank 2)
P0082,Intake Valve Control Circuit Low (Bank 2)
P0083,Intake Valve Control Circuit High (Bank 2)
P0084,Exhaust Valve Control Circuit (Bank 2)
P0085,Exhaust Valve Control Circuit Low (Bank 2)
P0086,Exhaust Valve Control Circuit High (Bank 2)
P0087,Fuel Rail/System Pressure - Too Low
P0088,Fuel Rail/System Pressure - Too High
P0089,Fuel Pressure Regulator Performance
P0090,Fuel Pressure Regulator Control Circuit
P0091,Fuel Pressure Regulator Control Circuit Low
P0092,Fuel Pressure Regulator Control Circuit High
P0093,Fuel System Leak Detected - Large Leak
P0094,Fuel System Leak Detected - Small Leak
P0095,Intake Air Temperature Sensor 2 Circuit
P0096,Intake Air Temperature Sensor 2 Circuit Range/Performance
P0097,Intake Air Temperature Sensor 2 Circuit Low Input
P0098,Intake Air Temperature Sensor 2 Circuit High Input
P0099,Intake Air Temperature Sensor 2 Circuit Intermittent/Erratic
P0100,Mass or Volume Air flow Circuit Malfunction
P0101,Mass or Volume Air flow Circuit Range/Performance Problem
P0102,Mass or Volume Air Flow Circuit low Input
P0103,Mass or Volume Air flow Circuit High Input
P0104,Mass or Volume Air flow Circuit Intermittent
P0105,Manifold Absolute Pressure/Barometric Pressure Circuit Malfunction
P0106,Manifold Absolute Pressure/Barometric Pressure Circuit Range/Performance Problem
P0107,Manifold Absolute Pressure/Barometric Pressure Circuit Low Input
P0108,Manifold Absolute Pressure/Barometric Pressure Circuit High Input
P0109,Manifold Absolute Pressure/Barometric Pressure Circuit Intermittent
P0110,Intake Air Temperature Circuit Malfunction More details...
P0111,Intake Air Temperature Circuit Range/Performance Problem
P0112,Intake Air Temperature Circuit Low Input
P0113,Intake Air Temperature Circuit High Input
P0114,Intake Air Temperature Circuit Intermittent
P0115,Engine Coolant Temperature Circuit Malfunction
P0116,Engine Coolant Temperature Circuit Range/Performance Problem
P0117,Engine Coolant Temperature Circuit Low Input
P0118,Engine Coolant Temperature Circuit High Input
P0119,Engine Coolant Temperature Circuit Intermittent
P0120,Throttle Pedal Position Sensor/Switch A Circuit Malfunction
P0121,Throttle/Pedal Position Sensor/Switch A Circuit Range/Performance Problem
P0122,Throttle/Pedal Position Sensor/Switch A Circuit Low Input
P0123,Throttle/Pedal Position Sensor/Switch A Circuit High Input
P0124,Throttle/Pedal Position Sensor/Switch A Circuit Intermittent
P0125,Insufficient Coolant Temperature for Closed Loop Fuel Control
P0126,Insufficient Coolant Temperature for Stable Operation
P0127,Intake Air Temperature Too High
P0128,Coolant Thermostat (Coolant Temp Below Thermostat Regulating Temperature)
P0129,Barometric Pressure Too Low
P0130,O2 Sensor Circuit Malfunction (Bank 1 Sensor 1)
P0131,O2 Sensor Circuit Low Voltage (Bank 1 Sensor 1)
P0132,O2 Sensor Circuit High Voltage (Bank 1 Sensor 1)
P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1)
P0134,O2 Sensor Circuit No Activity Detected (Bank 1 Sensor 1)
P0135,O2 Sensor Heater Circuit Malfunction (Bank 1 Sensor 1)
P0136,O2 Sensor Circuit Malfunction (Bank 1 Sensor 2)
P0137,O2 Sensor Circuit Low Voltage (Bank 1 Sensor 2)
P0138,O2 Sensor Circuit High Voltage (Bank 1 Sensor 2)
P0139,O2 Sensor Circuit Slow Response (Bank 1 Sensor 2)
P0140,O2 Sensor Circuit No Activity Detected (Bank 1 Sensor 2)
P0141,O2 Sensor Heater Circuit Malfunction (Bank 1 Sensor 2)
P0142,O2 Sensor Circuit Malfunction (Bank 1 Sensor 3)
P0143,O2 Sensor Circuit Low Voltage (Bank 1 Sensor 3)
P0144,O2 Sensor Circuit High Voltage (Bank 1 Sensor 3)
P0145,O2 Sensor Circuit Slow Response (Bank 1 Sensor 3)
P0146,O2 Sensor Circuit No Activity Detected (Bank 1 Sensor 3)
P0147,O2 Sensor Heater Circuit Malfunction (Bank 1 Sensor 3)
P0148,Fuel Delivery Error
P0149,Fuel Timing Error
P0150,O2 Sensor Circuit Malfunction (Bank 2 Sensor 1)
P0151,O2 Sensor Circuit Low Voltage (Bank 2 Sensor 1)
P0152,O2 Sensor Circuit High Voltage (Bank 2 Sensor 1)
P0153,O2 Sensor Circuit Slow Response (Bank 2 Sensor 1)
P0154,O2 Sensor Circuit No Activity Detected (Bank 2 Sensor 1)
P0155,O2 Sensor Heater Circuit Malfunction (Bank 2 Sensor 1)
P0156,O2 Sensor Circuit Malfunction (Bank 2 Sensor 2)
P0157,O2 Sensor Circuit Low Voltage (Bank 2 Sensor 2)
P0158,O2 Sensor Circuit High Voltage (Bank 2 Sensor 2)
P0159,O2 Sensor Circuit Slow Response (Bank 2 Sensor 2)
P0160,O2 Sensor Circuit No Activity Detected (Bank 2 Sensor 2)
P0161,O2 Sensor Heater Circuit Malfunction (Bank 2 Sensor 2)
P0162,O2 Sensor Circuit Malfunction (Bank 2 Sensor 3)
P0163,O2 Sensor Circuit Low Voltage (Bank 2 Sensor 3)
P0164,O2 Sensor Circuit High Voltage (Bank 2 Sensor 3)
P0165,O2 Sensor Circuit Slow Response (Bank 2 Sensor 3)
P0166,O2 Sensor Circuit No Activity Detected (Bank 2 Sensor 3)
P0167,O2 Sensor Heater Circuit Malfunction (Bank 2 Sensor 3)
P0168,Engine Fuel Temperature Too High
P0169,Incorrect Fuel Composition
P0170,Fuel Trim Malfunction (Bank 1)
P0171,System Too Lean (Bank 1)
P0172,System Too Rich (Bank 1)
P0173,Fuel Trim Malfunction (Bank 2)
P0174,System Too Lean (Bank 2)
P0175,System Too Rich (Bank 2)
P0176,Fuel Composition Sensor Circuit Malfunction
P0177,Fuel Composition Sensor Circuit Range/Performance
P0178,Fuel Composition Sensor Circuit Low Input
P0179,Fuel Composition Sensor Circuit High Input
P0180,Fuel Temperature Sensor A Circuit Malfunction
P0181,Fuel Temperature Sensor A Circuit Performance
P0182,Fuel Temperature Sensor A Circuit low Input
P0183,Fuel Temperature Sensor A Circuit Intermittent
P0184,Fuel Temperature Sensor A Circuit Intermittent
P0185,Fuel Temperature Sensor B Circuit Malfunction
P0186,Fuel Temperature Sensor B Circuit Range/Performance
P0187,Fuel Temperature Sensor B Circuit Low Input
P0188,Fuel Temperature Sensor B Circuit High Input
P0189,Fuel Temperature Sensor B Circuit Intermittent
P0190,Fuel Rail Pressure Sensor Circuit Malfunction
P0191,Fuel Rail Pressure Sensor Circuit Range/Performance
P0192,Fuel Rail Pressure Sensor Circuit Low Input
P0193,Fuel Rail Pressure Sensor Circuit High Input
P0194,Fuel Rail Pressure Sensor Circuit Intermittent
P0195,Engine Oil Temperature Sensor Malfunction
P0196,Engine Oil Temperature Sensor Range/Performance
P0197,Engine Oil Temperature Sensor Low
P0198,Engine Oil Temperature Sensor High
P0199,Engine Oil Temperature Sensor Intermittent
P0200,Injector Circuit Malfunction
P0201,Injector Circuit Malfunction - Cylinder 1
P0202,Injector Circuit Malfunction - Cylinder 2
P0203,Injector Circuit Malfunction - Cylinder 3
P0204,Injector Circuit Malfunction - Cylinder 4
P0205,Injector Circuit Malfunction - Cylinder 5
P0206,Injector Circuit Malfunction - Cylinder 6
P0207,Injector Circuit Malfunction - Cylinder 7
P0208,Injector Circuit Malfunction - Cylinder 8
P0209,Injector Circuit Malfunction - Cylinder 9
P0210,Injector Circuit Malfunction - Cylinder 10
P0211,Injector Circuit Malfunction - Cylinder 11
P0212,Injector Circuit Malfunction - Cylinder 12
P0213,Cold Start Injector 1 Malfunction
P0214,Cold Start Injector 2 Malfunction
P0215,Engine Shutoff Solenoid Malfunction
P0216,Injection Timing Control Circuit Malfunction
P0217,Engine Overtemp Condition
P0218,Transmission Over Temperature Condition
P0219,Engine Over Speed Condition
P0220,Throttle/Pedal Position Sensor/Switch B Circuit Malfunction
P0221,Throttle/Pedal Position Sensor/Switch B Circuit Range/Performance Problem
P0222,Throttle/Pedal Position Sensor/Switch B Circuit Low Input
P0223,Throttle/Pedal Position Sensor/Switch B Circuit High Input
P0224,Throttle/Pedal Position Sensor/Switch B Circuit Intermittent
P0225,Throttle/Pedal Position Sensor/Switch C Circuit Malfunction
P0226,Throttle/Pedal Position Sensor/Switch C Circuit Range/Performance Problem
P0227,Throttle/Pedal Position Sensor/Switch C Circuit Low Input
P0228,Throttle/Pedal Position Sensor/Switch C Circuit High Input
P0229,Throttle/Pedal Position Sensor/Switch C Circuit Intermittent
P0230,Fuel Pump Primary Circuit Malfunction
P0231,Fuel Pump Secondary Circuit Low
P0232,Fuel Pump Secondary Circuit Intermittent
P0233,Fuel Pump Secondary Circuit Intermittent
P0234,Engine Overboost Condition
P0235,Turbocharger Boost Sensor A Circuit Malfunction
P0236,Turbocharger Boost Sensor A Circuit Range/Performance.
P0237,Turbocharger Boost Sensor A Circuit Low
P0238,Turbocharger Boost Sensor A Circuit High
P0239,Turbocharger Boost Sensor B Circuit Malfunction
P0240,Turbocharger Boost Sensor B Circuit Range/Performance
P0241,Turbocharger Boost Sensor B Circuit Low
P0242,Turbocharger Boost Sensor B Circuit High
P0243,Turbocharger Wastegate Solenoid A Malfunction
P0244,Turbocharger Wastegate Solenoid A Range/Performance
P0245,Turbocharger Wastegate Solenoid A low
P0246,Turbocharger Wastegate Solenoid A High
P0247,Turbocharger Wastegate Solenoid B Malfunction
P0248,Turbocharger Wastegate Solenoid B Range/Performance
P0249,Turbocharger Wastegate Solenoid B Low
P0250,Turbocharger Wastegate Solenoid B High
P0251,Injection Pump Fuel Metering Control A Malfunction (Cam/Rotor/Injector)
P0252,Injection Pump Fuel Metering Control A Range/Performance (Cam/Rotor/Injector)
P0253,Injection Pump Fuel Metering Control A Low (Cam/Rotor/Injector)
P0254,Injection Pump Fuel Metering Control A High (Cam/Rotor/Injector)
P0255,Injection Pump Fuel Metering Control A Intermittent (Cam/Rotor/Injector)
P0256,Injection Pump Fuel Metering Control B Malfunction (Cam/Rotor/Injector)
P0257,Injection Pump Fuel Metering Control B Low (Cam/Rotor/Injector)
P0258,Injection Pump Fuel Metering Control B Low (Cam/Rotor/Injector)
P0259,Injection lump Fuel Metering Control B High (Cam/Rotor/Injector)
P0260,Injection Pump Fuel Metering Control B Intermittent (Cam/Rotor/Injector)
P0261,Cylinder 1 Injector Circuit Low
P0262,Cylinder 1 Injector Circuit High
P0263,Cylinder 1 Contribution/Balance Fault
P0264,Cylinder 2 Injector Circuit Low
P0265,Cylinder 2 Injector Circuit High
P0266,Cylinder 2 Contribution/Balance Fault
P0267,Cylinder 3 Injector Circuit Low
P0268,Cylinder 3 Injector Circuit High
P0269,Cylinder 3 Contribution/Balance Fault
P0270,Cylinder 4 Injector Circuit Low
P0271,Cylinder 4 Injector Circuit High
P0272,Cylinder 4 Contribution/Balance Fault
P0273,Cylinder 5 Injector Circuit Low
P0274,Cylinder 5 Injector Circuit High
P0275,Cylinder 5 Contribution/Balance Fault
P0276,Cylinder 6 Injector Circuit Low
P0277,Cylinder 6 Injector Circuit High
P0278,Cylinder 6 Contribution/Balance Fault
P0279,Cylinder 7 Injector Circuit Low
P0280,Cylinder 7 Injector Circuit High
P0281,Cylinder 7 Contribution/Balance Fault
P0282,Cylinder 8 Injector Circuit Low
P0283,Cylinder 8 Injector Circuit High
P0284,Cylinder 8 Contribution/Balance Fault
P0285,Cylinder 9 Injector Circuit Low
P0286,Cylinder 9 Injector Circuit High
P0287,Cylinder 9 Contribution/Balance Fault
P0288,Cylinder 10 Injector Circuit Low
P0289,Cylinder 10 Injector Circuit High
P0290,Cylinder 10 Contribution/Balance Fault
P0291,Cylinder 11 Injector Circuit Low
P0292,Cylinder 11 Injector Circuit High
P0293,Cylinder 11 Contribution/Balance Fault
P0294,Cylinder 12 Injector Circuit Low
P0295,Cylinder 12 Injector Circuit High
P0296,Cylinder 12 Contribution/Balance Fault
P0297,Vehicle Overspeed Condition
P0298,Engine Oil Over Temperature
P0299,Turbo / Super Charger Underboost
P0300,Random/Multiple Cylinder Misfire Detected
P0301,Cylinder 1 Misfire Detected
P0302,Cylinder 2 Misfire Detected
P0303,Cylinder 3 Misfire Detected
P0304,Cylinder 4 Misfire Detected
P0305,Cylinder 5 Misfire Detected
P0306,Cylinder 6 Misfire Detected
P0307,Cylinder 7 Misfire Detected
P0308,Cylinder 8 Misfire Detected
P0309,Cylinder 9 Misfire Detected
P0310,Cylinder 10 Misfire Detected
P0311,Cylinder 11 Misfire Detected
P0312,Cylinder 12 Misfire Detected
P0313,Misfire Detected with Low Fuel
P0314,Single Cylinder Misfire (Cylinder not Specified)
P0315,Crankshaft Position System Variation Not Learned
P0316,Misfire Detected On Startup (First 1000 Revolutions)
P0317,Rough Road Hardware Not Present
P0318,Rough Road Sensor A Signal Circuit
P0319,Rough Road Sensor B Signal Circuit
P0320,Ignition/Distributor Engine Speed Input Circuit Malfunction
P0321,Ignition/Distributor Engine Speed Input Circuit Range/Performance
P0322,Ignition/Distributor Engine Speed Input Circuit No Signal
P0323,Ignition/Distributor Engine Speed Input Circuit Intermittent
P0324,Single Cylinder Misfire (Cylinder not Specified)
P0325,Knock Sensor 1 Circuit (Bank 2 or Single Sensor)
P0326,Knock Sensor 1 Circuit Range/Performance (Bank 2 or Single Sensor)
P0327,Knock Sensor 1 Circuit low Input (Bank 2 or Single Sensor)
P0328,Knock Sensor 1 Circuit High Input (Bank 2 or Single Sensor)
P0329,Knock Sensor 1 Circuit Input Intermittent (Bank 2 or Single Sensor)
P0330,Knock Sensor 2 Circuit (Bank 2)
P0331,Knock Sensor 2 Circuit Range/Performance (Bank 2)
P0332,Knock Sensor 2 Circuit Low Input (Bank 2)
P0333,Knock Sensor 2 Circuit High Input (Bank 2)
P0334,Knock Sensor 2 Circuit Input Intermittent (Bank 2)
P0335,Crankshaft Position Sensor A Circuit Malfunction
P0336,Crankshaft Position Sensor A Circuit Range/Performance
P0337,Crankshaft Position Sensor A Circuit Low Input
P0338,Crankshaft Position Sensor A Circuit High Input
P0339,Crankshaft Position Sensor A Circuit Intermittent
P0340,Camshaft Position Sensor Circuit Malfunction
P0341,Camshaft Position Sensor Circuit Range/Performance
P0342,Camshaft Position Sensor Circuit Low Input
P0343,Camshaft Position Sensor Circuit High Input
P0344,Camshaft Position Sensor Circuit Intermittent
P0345,Camshaft Position Sensor A Circuit (Bank 2)
P0346,Camshaft Position Sensor A Circuit Range/Performance (Bank 2)
P0347,Camshaft Position Sensor A Circuit Low Input (Bank 2)
P0348,Camshaft Position Sensor A Circuit High Input (Bank 2)
P0349,Camshaft Position Sensor A Circuit Intermittent (Bank 2)
P0350,Ignition Coil Primary/Secondary Circuit Malfunction
P0351,Ignition Coil A Primary/Secondary Circuit Malfunction
P0352,Ignition Coil B Primary/Secondary Circuit Malfunction
P0353,Ignition Coil C Primary/Secondary Circuit Malfunction
P0354,Ignition Coil D Primary/Secondary Circuit Malfunction
P0355,Ignition Coil E Primary/Secondary Circuit Malfunction
P0356,Ignition Coil F Primary/Secondary Circuit Malfunction
P0357,Ignition Coil G Primary/Secondary Circuit Malfunction
P0358,Ignition Coil H Primary/Secondary Circuit Malfunction
P0359,Ignition Coil I Primary/Secondary Circuit Malfunction
P0360,Ignition Coil J Primary/Secondary Circuit Malfunction
P0361,Ignition Coil K Primary/Secondary Circuit Malfunction
P0362,Ignition Coil L Primary/Secondary Circuit Malfunction
P0363,Misfire Detected - Fueling Disabled
P0364,Ignition Coil L Primary/Secondary Circuit
P0365,Camshaft Position Sensor B Circuit (Bank 2)
P0366,Camshaft Position Sensor B Circuit Range/Performance (Bank 2)
P0367,Camshaft Position Sensor B Circuit Low Input (Bank 2)
P0368,Camshaft Position Sensor B Circuit High Input (Bank 2)
P0369,Camshaft Position Sensor B Circuit Intermittent (Bank 2)
P0370,Timing Reference High Resolution Signal A Malfunction
P0371,Timing Reference High Resolution Signal A Too Many Pulses
P0372,Timing Reference High Resolution Signal A Too Few Pulses
P0373,Timing Reference High Resolution Signal A Intermittent/Erratic Pulses
P0374,Timing Reference High Resolution Signal A No Pulses
P0375,Timing Reference High Resolution Signal B Malfunction
P0376,Timing Reference High Resolution Signal B Too Many Pulses
P0377,Timing Reference High Resolution Signal B Too Few Pulses
P0378,Timing Reference High Resolution Signal B Intermittent/Erratic Pulses
P0379,Timing Reference High Resolution Signal B No Pulses
P0380,Glow Plug/Heater Circuit A Malfunction More details...
P0381,Glow Plug/Heater Indicator Circuit Malfunction
P0382,Glow Plug/Heater Circuit B Malfunction
P0383,Glow Plug/Heater Indicator Circuit
P0384,Glow Plug/Heater Circuit B
P0385,Crankshaft Position Sensor B Circuit Malfunction
P0386,Crankshaft Position Sensor B Circuit Range/Performance
P0387,Crankshaft Position Sensor B Circuit Low Input
P0388,Crankshaft Position Sensor B Circuit High Input
P0389,Crankshaft Position Sensor B Circuit Intermittent
P0390,Camshaft Position Sensor B Circuit (Bank 2)
P0391,Camshaft Position Sensor B Circuit Range/Performance (Bank 2)
P0392,Camshaft Position Sensor B Circuit Low Input (Bank 2)
P0393,Camshaft Position Sensor B Circuit High Input (Bank 2)
P0394,Camshaft Position Sensor B Circuit Intermittent (Bank 2)
P0395,Camshaft Position Sensor B Circuit High Input (Bank 2)
P0396,Camshaft Position Sensor B Circuit Intermittent (Bank 2)
P0397,Not used
P0398,Not used
P0399,Not used
P0400,Exhaust Gas Recirculation Flow Malfunction
P0401,Exhaust Gas Recirculation Flow Insufficient Detected
P0402,Exhaust Gas Recirculation Flow Excessive Detected
P0403,Exhaust Gas Recirculation Circuit Malfunction
P0404,Exhaust Gas Recirculation Circuit Range/Performance
P0405,Exhaust Gas Recirculation Sensor A Circuit Low
P0406,Exhaust Gas Recirculation Sensor A Circuit High
P0407,Exhaust Gas Recirculation Sensor B Circuit Low
P0408,Exhaust Gas Recirculation Sensor B Circuit High
P0409,Exhaust Gas Recirculation Sensor A Circuit
P0410,Secondary Air Injection System Malfunction
P0411,Secondary Air Injection System Incorrect Flow Detected
P0412,Secondary Air Injection System Switching Valve A Circuit Malfunction
P0413,Secondary Air Injection System Switching Valve A Circuit Open
P0414,Secondary Air Injection System Switching Valve A Circuit Shorted
P0415,Secondary Air Injection System Switching Valve B Circuit Malfunction
P0416,Secondary Air Injection System Switching Valve B Circuit Open
P0417,Secondary Air Injection System Switching Valve B Circuit Shorted
P0418,Secondary Air Injection System Relay A circuit Malfunction
P0419,Secondary Air Injection System Relay B Circuit Malfunction
P0420,Catalyst System Efficiency Below Threshold (Bank 1)
P0421,Warm Up Catalyst Efficiency Below Threshold (Bank 1)
P0422,Main Catalyst Efficiency Below Threshold (Bank 1)
P0423,Heated Catalyst Efficiency Below Threshold (Bank 1)
P0424,Heated Catalyst Temperature Below Threshold (Bank 1)
P0425,Catalyst Temperature Sensor (Bank 1 Sensor 1)
P0426,Catalyst Temperature Sensor Range/Performance (Bank 1 Sensor 1)
P0427,Catalyst Temperature Sensor Low Input (Bank 1 Sensor 1)
P0428,Catalyst Temperature Sensor High Input (Bank 1 Sensor 1)
P0429,Catalyst Heater Control Circuit (Bank 1)
P0430,Catalyst System Efficiency Below Threshold (Bank 2)
P0431,Warm Up Catalyst Efficiency Below Threshold (Bank 2)
P0432,Main Catalyst Efficiency Below Threshold (Bank 2)
P0433,Heated Catalyst Efficiency Below Threshold (Bank 2)
P0434,Heated Catalyst Temperature Below Threshold (Bank 2)
P0435,Catalyst Temperature Sensor (Bank 2 Sensor 1)
P0436,Catalyst Temperature Sensor Range/Performance (Bank 2 Sensor 1)
P0437,Catalyst Temperature Sensor Low Input (Bank 2 Sensor 1)
P0438,Catalyst Temperature Sensor High Input (Bank 2 Sensor 1)
P0439,Catalyst Heater Control Circuit (Bank 2)
P0440,Evaporative Emission Control System Malfunction
P0441,Evaporative Emission Control System Incorrect Purge flow
P0442,Evaporative Emission Control System leak Detected (small leak)
P0443,Evaporative Emission Control System Purge Control Valve circuit Malfunction
P0444,Evaporative Emission Control System Purge Control Valve Circuit Open
P0445,Evaporative Emission Control System Purge Control Valve Circuit Shorted
P0446,Evaporative Emission Control System Vent Control Circuit Malfunction
P0447,Evaporative Emission Control System Vent Control Circuit Open
P0448,Evaporative Emission Control System Vent Control Circuit Shorted
P0449,Evaporative Emission Control System Vent Valve/Solenoid Circuit Malfunction
P0452, Evaporative Emission Control System Pressure Sensor Low Input
P0455,System Gross Leak Evaporative Emission
P0456,Evaporative Emissions System Small Leak Detected
P0457,Evaporative Emission Control System Leak Detected
P0460,Evaporative Emission Control System Pressure Sensor Malfunction
P0461,Evaporative Emission Control System Pressure Sensor Range/Performance
P0462,Evaporative Emission Control System Pressure Sensor Low Input
P0463,Evaporative Emission Control System Pressure Sensor High Input
P0464,Evaporative Emission Control System Pressure Sensor Intermittent
P0465,Evaporative Emission Control System Tank Detected (gross leak)
P0466,Evaporative Emission System Leak Detected (very small leak)
P0467,Evaporative Emission System Leak Detected (fuel cap loose/off)
P0468,Evaporative Emission System Purge Control Valve Circuit Low
P0469,Evaporative Emission System Purge Control Valve Circuit High
P0460,Fuel Level Sensor Circuit Malfunction
P0461,Fuel Level Sensor Circuit Range/Performance
P0462,Fuel Level Sensor Circuit Low Input
P0463,Fuel Level Sensor Circuit High Input
P0464,Fuel Level Sensor Circuit Intermittent
P0465,Purge Flow Sensor Circuit Malfunction
P0466,Purge Flow Sensor Circuit Range/Performance
P0467,Purge Flow Sensor Circuit Low Input
P0468,Purge Flow Sensor Circuit High Input
P0469,Purge Flow Sensor Circuit Intermittent
P0470,Exhaust Pressure Sensor Malfunction
P0471,Exhaust Pressure Sensor Range/Performance
P0472,Exhaust Pressure Sensor Low
P0473,Exhaust Pressure Sensor High
P0474,Exhaust Pressure Sensor Intermittent
P0475,Exhaust Pressure Control Valve Malfunction
P0476,Exhaust Pressure Control Valve Range/Performance
P0477,Exhaust Pressure Control Valve Low
P0478,Exhaust Pressure Control Valve High
P0479,Exhaust Pressure Control Valve Intermittent
P0480,Cooling Fan 1 Control Circuit Malfunction
P0481,Cooling Fan 2 Control Circuit Malfunction
P0482,Cooling Fan 3 Control Circuit Malfunction
P0483,Cooling Fan Rationality Check Malfunction
P0484,Cooling Fan Circuit Over Current
P0485,Cooling Fan Power/Ground Circuit Malfunction
P0486,Exhaust Gas Recirculation Sensor B Circuit
P0487,Exhaust Gas Recirculation Throttle Position Control Circuit
P0488,Exhaust Gas Recirculation Throttle Position Control Range/Performance
P0489,Exhaust Gas Recirculation Control Circuit Low
P0490,Exhaust Gas Recirculation Control Circuit Low
P0491,Secondary Air Injection System (Bank 2)
P0492,Secondary Air Injection System (Bank 2)
